hs3,eth,1s,0.00012998275233735008,1.8703200745857197e-05,170.86169791666666,1.0067082063930692
hs3,eth,2s,0.00014914419786452013,1.4879208321533534e-05,173.17832500000003,0.8762109560422526
hs3,eth,4s,0.00042273548499551574,4.896600929758727e-05,173.18667500000004,0.9439721992712183
hs3,5g,1s,0.002754314976066001,0.005320974508736422,105.43339375000001,1.1952784253587085
hs3,5g,2s,0.003431263810432874,0.0057429468490151035,106.69755,1.4781179487460259
hs3,5g,4s,0.021281776268356548,0.024090049027340594,109.37433833333333,2.117208935312038
hs3,4g,1s,0.04106747586058385,0.037230043563847515,39.302339583333335,0.9128979300978891
hs3,4g,2s,0.05728323699912996,0.04220706051235156,40.87570166666667,0.801885989302205
hs3,4g,4s,0.1195653477959562,0.07920011867184884,46.87344833333333,0.7168642340145348
hs2,eth,1s,0.00011415318914574125,2.109324061944983e-05,182.8157541666667,0.29207253243537357
hs2,eth,2s,0.0001183190295368176,1.739669350160684e-05,182.16943333333336,0.11013388360046937
hs2,eth,4s,0.00022828057484973246,2.5181658871487593e-05,180.4653666666667,0.11378416548456845
hs2,5g,1s,0.002011219673151952,0.0034172641858603026,110.47862874999998,1.6948968964771818
hs2,5g,2s,0.006464082058762065,0.012123531150000698,111.96579833333331,2.036705869642481
hs2,5g,4s,0.020998952765872107,0.022195099615382175,113.62512499999998,2.672595964787549
hs2,4g,1s,0.040745113618733134,0.03749098146988909,40.11837333333334,0.9590169135212291
hs2,4g,2s,0.05106899124438251,0.04578106880801984,41.5895125,0.8670663797773379
hs2,4g,4s,0.11909216341709405,0.07941269631653672,47.208188333333325,0.7810572021111013
